, 0.137215
17070, -42613.7
17080, -42567.7
17090, -43202.5
17100, -44021.7
17110, -44165.1
17120, -44451.8
17130, -44833.2
17140, -44841
17150, -44930.5
17160, -45012.5
17170, -44840.9
17180, -44830.8
17190, -44741.1
17200, -44561.9
17210, -43607.1
17220, -42792.9
17230, -41769
17240, -41303
17250, -41333.8
17260, -41297.9
17270, -40345.6
17280, -40524.8
17290, -39884.8
17300, -39746.6
17310, -39326.7
17320, -39465
17330, -39352.3
17340, -39772.2
17350, -39485.4
17360, -39091.2
17370, -38922.2
17380, -38850.6
17390, -38707.2
17400, -37611.5
17410, -37406.7
17420, -36531.2
17430, -36454.4
17440, -36362.2
17450, -36131.9
17460, -36311
17470, -36070.4
17480, -36167.6
17490, -36336.7
17500, -35947.5
17510, -36172.8
17520, -36741.1
17530, -37017.6
17540, -37196.8
17550, -37760
17560, -38215.7
17570, -38983.7
17580, -39889.9
17590, -40238.1
17600, -39961.6
17610, -40079.4
17620, -40156.2
17630, -40330.2
17640, -40258.5
17650, -40084.5
17660, -39731.2
17670, -39618.6
17680, -38558.8
17690, -38128.6
17700, -37186.6
17710, -36736
17720, -35921.9
17730, -34810.8
17740, -35005.4
17750, -34426.9
17760, -34467.8
17770, -34723.8
17780, -34938.9
17790, -34821.1
17800, -35046.4
17810, -34851.9
17820, -35112.9
17830, -35194.9
17840, -35200
17850, -35148.8
17860, -35384.3
17870, -35194.9
17880, -34933.7
17890, -34621.4
17900, -34549.7
17910, -34268.1
17920, -34478.1
17930, -34585.6
17940, -34897.9
17950, -35307.5
17960, -35660.8
17970, -36142.1
17980, -36270.1
17990, -36536.3
18000, -36838.4
18010, -36971.5
18020, -36761.6
18030, -36382.7
18040, -36116.5
18050, -35742.7
18060, -35174.4
18070, -34682.9
18080, -34616.4
18090, -34078.7
18100, -33638.4
18110, -33587.2
18120, -33546.3
18130, -33269.8
18140, -33628.2
18150, -33710.1
18160, -34426.8
18170, -34283.5
18180, -36597.8
18190, -37222.4
18200, -36935.7
18210, -35266.6
18220, -39270.4
18230, -38809.6
18240, -40181.7
18250, -38645.8
18260, -39828.4
18270, -42670
18280, -42577.9
18290, -42634.2
18300, -42767.4
18310, -42629.1
18320, -42501.1
18330, -42414.1
18340, -41610.2
18350, -42204.1
18360, -41825.3
18370, -41620.5
18380, -41441.2
18390, -40847.3
18400, -41553.9
18410, -41246.7
18420, -41978.9
18430, -41180.1
18440, -41610.2
18450, -42270.7
18460, -41799.7
18470, -42173.4
18480, -43095.1
18490, -42444.8
18500, -41344
18510, -42137.6
18520, -41113.6
18530, -40504.3
18540, -39869.4
18550, -39459.9
18560, -39874.6
18570, -40186.9
18580, -39326.7
18590, -38435.9
18600, -36090.8
18610, -35840
18620, -36136.9
18630, -35850.2
18640, -35747.8
18650, -35942.4
18660, -35778.6
18670, -35338.2
18680, -35737.6
18690, -34785.3
18700, -34867.2
18710, -34877.4
18720, -34764.8
18730, -34355.2
18740, -34293.8
18750, -35635.2
18760, -37242.9
18770, -37283.8
18780, -38010.9
18790, -38246.4
18800, -39285.8
18810, -39434.3
18820, -39603.2
18830, -39741.4
18840, -39357.5
18850, -38993.9
18860, -38466.6
18870, -37606.4
18880, -37089.3
18890, -36270.1
18900, -35921.9
18910, -36014.1
18920, -38010.9
18930, -37109.8
18940, -36239.3
18950, -36249.6
18960, -34365.4
18970, -33914.9
18980, -33402.9
18990, -33024
19000, -32931.8
19010, -32430.1
19020, -32276.4
19030, -33464.3
19040, -32174.1
19050, -32798.7
19060, -33730.6
19070, -33843.2
19080, -35440.6
19090, -36229.1
19100, -36167.6
19110, -38225.9
19120, -38016
19130, -38952.9
19140, -40053.7
19150, -40765.4
19160, -40852.5
19170, -40913.9
19180, -41164.8
19190, -41154.6
19200, -40642.6
19210, -40135.7
19220, -39398.4
19230, -38748.1
19240, -40611.8
19250, -39347.2
19260, -38133.8
19270, -37591.1
19280, -37949.4
19290, -38062.1
19300, -39285.8
19310, -40540.2
19320, -39751.7
19330, -39659.5
19340, -38625.3
19350, -39705.6
19360, -38441
19370, -39444.5
19380, -38983.7
19390, -38994
19400, -38830
19410, -38830.1
19420, -39823.4
19430, -39137.3
19440, -38686.7
19450, -39889.9
19460, -41016.3
19470, -39321.6
19480, -37519.4
19490, -38993.9
19500, -41011.2
19510, -37468.1
19520, -38502.4
19530, -37273.6
19540, -37560.3
19550, -36915.2
19560, -36741.1
19570, -37550.1
19580, -37539.8
19590, -37048.3
19600, -37365.8
19610, -37908.5
19620, -36157.5
19630, -35809.2
19640, -34539.5
19650, -34068.5
19660, -33761.3
19670, -33126.4
19680, -33218.6
19690, -32348.2
19700, -32337.9
19710, -33034.3
19720, -33914.9
19730, -34539.5
19740, -36229.1
19750, -37365.8
19760, -37990.4
19770, -36689.9
19780, -38266.9
19790, -37724.1
19800, -38994
19810, -39301.1
19820, -39383
19830, -39106.5
19840, -38840.3
19850, -38676.5
19860, -37775.4
19870, -37621.7
19880, -37570.5
19890, -36720.6
19900, -36485.1
19910, -36024.3
19920, -35962.9
19930, -35604.5
19940, -35962.8
19950, -34949.1
19960, -34918.4
19970, -34938.9
19980, -35010.5
19990, -34918.4
20000, -34314.2
20010, -34642
20020, -34662.4
20030, -34979.9
20040, -34621.4
20050, -34232.3
20060, -33392.6
20070, -33515.5
20080, -34314.2
20090, -33310.8
20100, -35153.9
20110, -34334.7
20120, -32962.6
20130, -33740.8
20140, -33945.6
20150, -34109.4
20160, -32040.9
20170, -33362
20180, -35922
20190, -40765.4
20200, -36157.4
20210, -40826.9
20220, -41646.1
20230, -40028.2
20240, -41912.3
20250, -41338.9
20260, -40161.2
20270, -40540.1
20280, -40714.2
20290, -38512.7
20300, -34979.9
20310, -39710.8
20320, -34048
20330, -34242.6
20340, -34150.4
20350, -34109.5
20360, -34365.5
20370, -34652.1
20380, -34396.2
20390, -35082.2
20400, -33843.2
20410, -34969.6
20420, -35123.2
20430, -34764.8
20440, -34682.8
20450, -34170.8
20460, -34170.8
20470, -33914.8
20480, -33146.9
20490, -32133.2
20500, -30986.2
20510, -32716.8
20520, -31252.5
20530, -30013.5
20540, -29204.5
20550, -29450.3
20560, -29624.3
20570, -30648.4
20580, -30156.8
20590, -30464
20600, -29184
20610, -29829.1
20620, -29419.6
20630, -28682.2
20640, -28702.7
20650, -28426.3
20660, -29655
20670, -30679.1
20680, -30627.8
20690, -31324.2
20700, -31109.1
20710, -32870.4
20720, -29429.7
20730, -30423
20740, -30535.7
20750, -31406.1
20760, -32256
20770, -31109.1
20780, -30197.7
20790, -31395.9
20800, -31692.8
20810, -31651.8
20820, -31313.9
20830, -31508.5
20840, -31569.9
20850, -31078.4
20860, -30750.7
20870, -30382.1
20880, -32071.7
20890, -32849.9
20900, -33003.6
20910, -32737.3
20920, -32583.7
20930, -32204.8
20940, -31928.3
20950, -31846.4
20960, -30965.8
20970, -31406.1
20980, -30310.4
20990, -30556.1
21000, -29911.1
21010, -32460.8
21020, -29696
21030, -29009.9
21040, -29194.3
21050, -29009.9
21060, -29921.3
21070, -28610.6
21080, -28436.4
21090, -27770.9
21100, -27351.1
21110, -27361.2
21120, -27361.3
21130, -27330.6
21140, -27248.6
21150, -27545.6
21160, -27228.2
21170, -27197.4
21180, -27023.3
21190, -27473.9
21200, -27125.7
21210, -27074.6
21220, -27258.9
21230, -27177
21240, -27095.1
21250, -27156.4
21260, -27166.8
21270, -27248.6
21280, -27177
21290, -27146.2
21300, -27013.1
21310, -27033.6
21320, -27033.6
21330, -27074.6
21340, -27095.1
21350, -28098.6
21360, -27402.2
21370, -27422.7
21380, -27525.1
21390, -27842.6
21400, -28160
21410, -27740.2
21420, -28508.1
21430, -28835.9
21440, -28446.7
21450, -28538.8
21460, -27750.4
21470, -28272.6
21480, -27545.6
21490, -27002.9
21500, -27422.7
21510, -27197.5
21520, -26920.9
21530, -26992.6
21540, -27064.3
21550, -27095
21560, -26941.5
21570, -26951.7
21580, -27074.5
21590, -27105.3
21600, -27197.4
21610, -26890.3
21620, -26951.7
21630, -27023.4
21640, -26951.7
21650, -27095
21660, -26982.4
21670, -26961.9
21680, -26961.9
21690, -26941.4
21700, -26716.2
21710, -26798
21720, -26787.9
21730, -26818.6
21740, -26900.5
21750, -26910.8
21760, -26972.2
21770, -26787.8
21780, -26890.3
21790, -26757.2
21800, -26910.7
21810, -26849.3
21820, -26849.3
21830, -27013.1
21840, -26982.4
21850, -26849.2
21860, -26951.7
21870, -26900.5
21880, -26808.3
21890, -26849.3
21900, -27023.4
21910, -26951.7
21920, -26900.5
21930, -27023.3
21940, -27002.8
21950, -26921
21960, -26890.3
21970, -26962
21980, -27054.1
21990, -26869.7
22000, -26818.6
22010, -26921
22020, -26828.8
22030, -26859.5
22040, -26900.5
22050, -26992.6
22060, -26828.8
22070, -26859.5
22080, -26675.2
22090, -26818.6
22100, -26685.4
22110, -26757.1
22120, -26767.4
22130, -26880
22140, -26910.8
22150, -26818.5
22160, -26839.1
22170, -26603.6
22180, -26757.1
22190, -26828.8
22200, -26664.9
22210, -26818.6
22220, -26828.8
22230, -26706
22240, -26767.4
22250, -26767.4
22260, -26644.4
22270, -26644.5
22280, -26705.9
22290, -26849.3
22300, -26705.9
22310, -26664.9
22320, -26705.9
22330, -26726.4
22340, -26726.4
22350, -26726.4
22360, -26664.9
22370, -26644.5
22380, -26583
22390, -26562.5
22400, -26685.5
22410, -26460.2
22420, -26562.6
22430, -26583
22440, -26480.7
22450, -26460.2
22460, -26460.1
22470, -26583
22480, -26460.1
22490, -26583.1
22500, -26583
22510, -26501.1
22520, -26337.3
22530, -26501.1
22540, -26460.1
22550, -26460.1
22560, -26521.6
22570, -26357.8
22580, -26419.2
22590, -26603.5
22600, -26521.6
22610, -26562.5
22620, -26542.1
22630, -26501.1
22640, -26583
22650, -26603.5
22660, -26521.6
22670, -26480.6
22680, -26357.8
22690, -26460.2
22700, -26460.2
22710, -26378.2
22720, -26480.7
22730, -26378.2
22740, -26460.1
22750, -26664.9
22760, -26398.7
22770, -26501.1
22780, -26460.1
22790, -26378.2
22800, -26398.7
22810, -26480.7
22820, -26542.1
22830, -26521.6
22840, -26480.7
22850, -26398.8
22860, -26378.2
22870, -26378.3
22880, -26439.6
22890, -26439.7
22900, -26501.1
22910, -26521.6
22920, -26665
22930, -26398.8
22940, -26521.6
22950, -26398.7
22960, -26439.7
22970, -26275.9
22980, -26296.3
22990, -26275.9
23000, -26439.7
23010, -26255.3
23020, -26316.8
23030, -26337.3
23040, -26398.7
23050, -26296.3
23060, -26419.2
23070, -26378.2
23080, -26337.2
23090, -26193.9
23100, -26419.2
23110, -26296.4
23120, -26275.8
23130, -26398.7
23140, -26337.3
23150, -26398.7
23160, -26214.4
23170, -26091.5
23180, -26234.9
23190, -26275.9
23200, -26255.3
23210, -26296.3
23220, -26234.9
23230, -26132.5
23240, -26214.4
23250, -26112
23260, -26152.9
23270, -26255.3
23280, -26152.9
23290, -26030
23300, -26173.4
23310, -26173.5
23320, -26316.8
23330, -26255.3
23340, -26112
23350, -26234.9
23360, -26152.9
23370, -26275.9
23380, -26214.4
23390, -26316.8
23400, -26214.4
23410, -26255.3
23420, -26132.5
23430, -26173.4
23440, -26296.4
23450, -26173.4
23460, -26152.9
23470, -26214.4
23480, -26132.4
23490, -26173.4
23500, -25886.7
23510, -25845.7
23520, -25763.9
23530, -26234.9
23540, -25579.6
23550, -24862.8
23560, -25866.2
23570, -25722.8
23580, -24862.7
23590, -22732.8
23600, -12328.9
23610, -14520.3
23620, -12902.4
23630, -12144.6
23640, -7987.2
23650, -8335.3
23660, -9379.8
23670, -10977.2
23680, -9523.2
23690, -8540.1
23700, -15052.8
23710, -15769.6
23720, -18575.3
23730, -16711.7
23740, -8949.7
23750, -19988.5
23760, -22343.7
23770, -22302.8
23780, -22261.7
23790, -19988.4
23800, -22569
23810, -21155.8
23820, -22098
23830, -22302.7
23840, -19742.7
23850, -23408.7
23860, -23367.6
23870, -24657.9
23880, -24842.3
23890, -24125.4
23900, -23060.4
23910, -24658
23920, -26050.5
23930, -23490.5
23940, -25641
23950, -25456.6
23960, -26050.6
23970, -26030.1
23980, -26009.6
23990, -25989.2
24000, -26030.1
24010, -25538.6
24020, -26152.9
24030, -25886.7
24040, -26193.9
24050, -25825.3
24060, -25989.1
24070, -26112
24080, -26132.4
24090, -25968.7
24100, -26132.5
24110, -26071.1
24120, -26112
24130, -26132.5
24140, -26050.6
24150, -26030.1
24160, -25989.1
24170, -25866.2
24180, -25722.9
24190, -25784.3
24200, -26030.1
24210, -26173.5
24220, -25743.3
24230, -23859.2
24240, -19578.9
24250, -19947.6
24260, -21606.4
24270, -22712.3
24280, -11448.3
24290, -16916.5
24300, -11837.4
24310, -11018.3
24320, -17367.1
24330, -11345.9
24340, -8806.4
24350, -13045.7
24360, -13639.7
24370, -7659.5
24380, -24739.8
24390, -10833.9
24400, -9379.8
24410, -12103.7
24420, -11468.8
24430, -9953.3
24440, -6758.4
24450, -6389.7
24460, -11059.2
24470, -19189.7
24480, -20398.1
24490, -20561.9
24500, -21053.4
24510, -18022.4
24520, -21504
24530, -22302.8
24540, -21893.2
24550, -25026.5
24560, -22876.2
24570, -25415.7
24580, -25292.8
24590, -25333.7
24600, -25333.8
24610, -25497.6
24620, -25354.2
24630, -25559
24640, -24719.4
24650, -24821.7
24660, -25190.4
24670, -25231.4
24680, -25661.5
24690, -24944.7
24700, -25149.4
24710, -25538.6
24720, -25661.4
24730, -25538.6
24740, -25477.1
24750, -25456.7
24760, -25784.3
24770, -25743.3
24780, -25661.5
24790, -25620.4
24800, -25825.3
24810, -25333.8
24820, -25948.2
24830, -25620.5
24840, -25722.9
24850, -24903.7
24860, -23715.8
24870, -25231.4
24880, -22569
24890, -17858.6
24900, -20111.4
24910, -17182.7
24920, -16711.7
24930, -16691.2
24940, -17715.2
24950, -18944
24960, -20336.6
24970, -20602.8
24980, -18739.2
24990, -19927.1
25000, -22056.9
25010, -25641
25020, -25600
25030, -25722.9
25040, -25804.8
25050, -25743.4
25060, -25907.2
25070, -25681.9
25080, -25661.4
25090, -25600
25100, -25579.6
25110, -25743.4
25120, -25784.4
25130, -25743.4
25140, -25661.5
25150, -25681.9
25160, -25722.9
25170, -25661.4
25180, -25763.8
25190, -25702.4
25200, -25763.8
25210, -25722.8
25220, -25702.4
25230, -25763.9
25240, -25681.9
25250, -25681.9
25260, -25559.1
25270, -25661.5
25280, -25641
25290, -25579.5
25300, -25641
25310, -25579.5
25320, -25620.5
25330, -25538.5
25340, -25333.7
25350, -25436.2
25360, -25477.2
25370, -25436.2
25380, -25640.9
25390, -25559.1
25400, -25497.6
25410, -25538.6
25420, -25538.6
25430, -25497.6
25440, -25415.7
25450, -25456.6
25460, -25169.9
25470, -25436.1
25480, -25436.1
25490, -25231.4
25500, -25477.1
25510, -25415.7
25520, -25395.2
25530, -25415.7
25540, -25210.9
25550, -25538.5
25560, -25088
25570, -25210.9
25580, -25088
25590, -25292.8
25600, -25333.7
25610, -25313.2
25620, -25436.2
25630, -25108.4
25640, -25129
25650, -25026.6
25660, -25129
25670, -25108.5
25680, -24985.6
25690, -25047
25700, -22712.3
25710, -25128.9
25720, -25292.8
25730, -25415.7
25740, -25190.4
25750, -24494
25760, -24842.2
25770, -25026.5
25780, -24760.3
25790, -24535.1
25800, -24145.9
25810, -23695.4
25820, -24473.6
25830, -24064
25840, -24145.9
25850, -24330.3
25860, -24473.6
25870, -24494.1
25880, -23142.4
25890, -23347.2
25900, -23654.4
25910, -23715.8
25920, -24801.3
25930, -24043.5
25940, -21852.2
25950, -22077.4
25960, -20889.6
25970, -22323.2
25980, -19804.2
25990, -15667.2
26000, -12226.6
26010, -16240.6
26020, -14499.8
26030, -16302.1
26040, -12861.5
26050, -13271
26060, -4096
26070, -17551.3
26080, 4014.1
26090, 10076.1
26100, 18810.9
26110, 19968
26120, 24381.5
26130, 28856.3
26140, 9482.2
26150, 16978
26160, 35010.6
26170, 37417
26180, 34836.5
26190, 36341.7
26200, 37954.6
26210, 35348.5
26220, 15104
26230, 24412.2
26240, 23562.2
26250, 8437.7
26260, -18575.4
26270, -21852.1
26280, 18565.1
26290, 40069.1
26300, 12810.2
26310, -5754.9
26320, -389.1
26330, 4628.5
26340, 10639.3
26350, -8048.6
26360, 15626.2
26370, 7004.2
26380, 24320
26390, 10240
26400, 29143
26410, 23726.1
26420, 31313.9
26430, 25722.9
26440, 20326.4
26450, 18882.5
26460, 34278.4
26470, 41610.2
26480, 31201.2
26490, 43264
26500, 33617.9
26510, 33495
26520, 37770.2
26530, 34478.1
26540, 37232.6
26550, 39127.1
26560, 40263.7
26570, 41523.2
26580, 41569.3
26590, 42055.6
26600, 43409.9
26610, 44052.5
26620, 44116.5
26630, 43873.3
26640, 44544
26650, 44943.3
26660, 45022.8
26670, 44938.2
26680, 45104.6
26690, 45639.7
26700, 45918.7
26710, 44782
26720, 46092.8
26730, 45959.7
26740, 46149.1
26750, 46225.9
26760, 46064.6
26770, 45770.2
26780, 44590.1
26790, 44597.7
26800, 44062.7
26810, 43781.1
26820, 43850.2
26830, 43141.2
26840, 42818.6
26850, 42593.3
26860, 42936.3
26870, 43095.1
26880, 43722.3
26890, 45071.3
26900, 44620.8
26910, 44920.3
26920, 46056.9
26930, 46051.8
26940, 45721.6
26950, 45562.9
26960, 45329.9
26970, 45322.2
26980, 44958.7
26990, 45079.1
27000, 45209.6
27010, 45173.8
27020, 45209.6
27030, 45278.7
27040, 45726.8
27050, 45785.6
27060, 46126.1
27070, 46433.2
27080, 45923.9
27090, 44674.6
27100, 43489.3
27110, 42680.3
27120, 42654.7
27130, 41267.2
27140, 40089.6
27150, 41830.4
27160, 42373.1
27170, 46840.4
27180, 44096
27190, 43514.9
27200, 38855.6
27210, 40775.6
27220, 41129
27230, 44344.3
27240, 39546.8
27250, 41487.3
27260, 41538.5
27270, 42388.4
27280, 42112
27290, 42823.7
27300, 42654.7
27310, 44185.6
27320, 43561
27330, 43525.1
27340, 42516.5
27350, 42823.7
27360, 43192.3
27370, 41262.1
27380, 37488.7
27390, 37606.4
27400, 36398.1
27410, 36418.6
27420, 37862.4
27430, 28702.8
27440, 43074.6
27450, 43755.6
27460, 44149.8
27470, 44853.8
27480, 35947.5
27490, 46497.3
27500, 46574.1
27510, 46571.6
27520, 46704.6
27530, 47060.5
27540, 47267.8
27550, 47081
27560, 47321.6
27570, 46556.1
27580, 47470.1
27590, 47580.1
27600, 47441.9
27610, 47301.1
27620, 47718.4
27630, 47613.5
27640, 47733.8
27650, 47918.1
27660, 47641.6
27670, 47787.5
27680, 47649.3
27690, 47930.9
27700, 47925.7
27710, 47938.6
27720, 47864.3
27730, 47772.1
27740, 47577.6
27750, 47756.8
27760, 47631.3
27770, 47856.7
27780, 48069.1
27790, 47582.7
27800, 48240.6
27810, 48033.3
27820, 48018
27830, 48271.4
27840, 48273.9
27850, 48248.3
27860, 48314.8
27870, 48284.2
27880, 48412.1
27890, 48542.7
27900, 48371.2
27910, 48481.3
27920, 48501.8
27930, 48624.6
27940, 48616.9
27950, 48468.5
27960, 48460.8
27970, 48604.1
27980, 48535
27990, 48506.9
28000, 48555.6
28010, 48527.3
28020, 48486.4
28030, 48273.9
28040, 48320
28050, 48209.9
28060, 48399.4
28070, 48417.3
28080, 48588.8
28090, 48504.3
28100, 48181.8
28110, 48276.4
28120, 47633.9
28130, 48414.8
28140, 48215.1
28150, 48696.3
28160, 47856.7
28170, 48634.9
28180, 48558.1
28190, 48765.5
28200, 48576
28210, 48821.8
28220, 48668.2
28230, 47964.2
28240, 48727.1
28250, 48581.1
28260, 47587.8
28270, 47457.2
28280, 47104
28290, 47173.1
28300, 47247.3
28310, 47582.7
28320, 47559.7
28330, 47296
28340, 48105
28350, 47979.6
28360, 48371.2
28370, 48637.4
28380, 48064
28390, 48389.1
28400, 48683.5
28410, 47887.4
28420, 48704
28430, 48893.4
28440, 49041.9
28450, 49018.8
28460, 49077.8
28470, 48947.2
28480, 49008.6
28490, 47047.7
28500, 48394.2
28510, 49338.9
28520, 48929.3
28530, 48970.3
28540, 48217.6
28550, 49233.9
28560, 48691.2
28570, 48704
28580, 47685.2
28590, 49295.3
28600, 49203.2
28610, 49152
28620, 49338.9
28630, 49164.8
28640, 48757.7
28650, 49543.7
28660, 49641
28670, 49251.8
28680, 49564.2
28690, 49694.7
28700, 49674.3
28710, 49640.9
28720, 49612.8
28730, 49615.4
28740, 49612.8
28750, 49848.3
28760, 49845.8
28770, 49889.2
28780, 49684.5
28790, 49927.7
28800, 49809.9
28810, 49955.9
28820, 49426
28830, 49193
28840, 49351.6
28850, 49377.3
28860, 49482.2
28870, 49466.8
28880, 49571.8
28890, 49656.3
28900, 49707.5
28910, 49699.9
28920, 49720.3
28930, 49856
28940, 49820.1
28950, 49968.6
28960, 49935.4
28970, 50086.4
28980, 50106.9
28990, 50173.4
29000, 50229.8
29010, 50099.2
29020, 50304
29030, 50222.1
29040, 50209.3
29050, 50188.8
29060, 50270.7
29070, 50255.4
29080, 50270.7
29090, 50106.9
29100, 50222.1
29110, 50214.4
29120, 50147.9
29130, 43348.5
29140, 43689
29150, 42944
29160, 43251.2
29170, 50066
29180, 50296.3
29190, 50193.9
29200, 50316.8
29210, 50447.4
29220, 50398.7
29230, 50508.8
29240, 50275.9
29250, 50280.9
29260, 50337.3
29270, 44759.1
29280, 50227.2
29290, 47306.3
29300, 49743.4
29310, 50480.7
29320, 42915.8
29330, 43768.3
29340, 42291.2
29350, 42859.5
29360, 40773.1
29370, 44715.5
29380, 41441.2
29390, 49162.3
29400, 44567
29410, 42862.1
29420, 48944.6
29430, 48821.7
29440, 47997.5
29450, 49717.8
29460, 49820.2
29470, 42642
29480, 48309.8
29490, 48755.2
29500, 49244.2
29510, 48849.9
29520, 48302.1
29530, 45890.5
29540, 42457.6
29550, 36951
29560, 36167.7
29570, 48240.7
29580, 48832
29590, 49008.7
29600, 49671.7
29610, 50101.7
29620, 49259.5
29630, 50135.1
29640, 42150.4
29650, 49333.7
29660, 50150.4
29670, 48939.5
29680, 50229.8
29690, 50170.9
29700, 44316.1
29710, 49095.7
29720, 46543.4
29730, 40248.3
29740, 50193.9
29750, 43502.1
29760, 44459.5
29770, 42173.4
29780, 32791
29790, 34204.2
29800, 32698.9
29810, 36569.6
29820, 36840.9
29830, 43578.8
29840, 47974.4
29850, 47708.2
29860, 48965.1
29870, 46118.4
29880, 49415.6
29890, 43750.4
29900, 49743.3
29910, 50406.4
29920, 44103.7
29930, 50426.8
29940, 50698.3
29950, 50636.8
29960, 50488.3
29970, 50677.8
29980, 50734
29990, 50698.3
30000, 50964.5
30010, 50636.8
30020, 50754.5
30030, 50964.5
30040, 50903.1
30050, 51066.9
30060, 51120.6
30070, 51033.6
30080, 51013.1
30090, 51038.7
30100, 51054.1
30110, 51189.8
30120, 51284.5
30130, 51202.5
30140, 51038.7
30150, 51107.8
30160, 51013.1
30170, 51079.6
30180, 51256.4
30190, 51087.3
30200, 51169.3
30210, 51154
30220, 51120.7
30230, 51297.3
30240, 51223.1
30250, 51379.2
30260, 51202.6
30270, 51235.9
30280, 51141.1
30290, 51141.1
30300, 51153.9
30310, 51166.7
30320, 51112.9
30330, 51215.4
30340, 51064.4
30350, 46284.8
30360, 51200
30370, 50631.7
30380, 45952
30390, 50529.3
30400, 43589.1
30410, 48768
30420, 44697.6
30430, 43427.8
30440, 43445.8
30450, 42250.2
30460, 41008.6
30470, 42388.5
30480, 41751
30490, 40842.2
30500, 41815.1
30510, 41154.5
30520, 39767
30530, 41871.4
30540, 43061.8
30550, 41902.1
30560, 42775
30570, 41756.2
30580, 39902.8
30590, 39710.7
30600, 43161.6
30610, 34923.5
30620, 33177.6
30630, 43043.8
30640, 38256.7
30650, 23910.4
30660, 26501.1
30670, 29399.1
30680, 2242.6
30690, 12451.8
30700, 6328.3
30710, 7700.5
30720, 4894.7
30730, 4096
30740, 5283.8
30750, 5099.5
30760, 5693.4
30770, 5980.2
30780, -266.2
30790, -4055.1
30800, -409.6
30810, -7168
30820, -6574.1
30830, -8949.8
30840, 2355.2
30850, -15605.7
30860, -15114.3
30870, -18698.2
30880, -19251.2
30890, -19415
30900, -32235.5
30910, -33095.6
30920, -31907.8
30930, -31641.6
30940, -29962.3
30950, -30126
30960, -32747.5
30970, -10997.8
30980, -28405.8
30990, -31825.9
31000, -25702.4
31010, -26173.5
31020, -28835.8
31030, -31682.6
31040, -25395.2
31050, -22261.8
31060, -24473.6
31070, -21114.8
31080, -19230.8
31090, -26193.9
31100, -19169.3
31110, -19087.3
31120, -19415
31130, -19025.9
31140, -18780.2
31150, -19128.3
31160, -21524.4
31170, -21360.7
31180, -19087.3
31190, -21176.3
31200, -28037.2
31210, -18595.9
31220, -18800.7
31230, -18534.4
31240, -18554.9
31250, -18739.2
31260, -18718.8
31270, -18575.3
31280, -18432
31290, -18534.4
31300, -18329.6
31310, -24309.8
31320, -18350.1
31330, -18554.9
31340, -18411.5
31350, -18165.8
31360, -18247.6
31370, -18329.6
31380, -18083.8
31390, -18042.9
31400, -18186.3
31410, -18165.8
31420, -18493.5
31430, -18104.3
31440, -18042.9
31450, -17940.5
31460, -18042.9
31470, -17879
31480, -18473
31490, -18903
31500, -18677.8
31510, -19087.4
31520, -19107.8
31530, -18124.8
31540, -19169.3
31550, -18165.8
31560, -17776.6
31570, -18042.8
31580, -17981.4
31590, -18104.3
31600, -18083.9
31610, -17592.3
31620, -17858.5
31630, -17960.9
31640, -17633.3
31650, -17715.2
31660, -17735.6
31670, -17756.1
31680, -17776.6
31690, -17633.3
31700, -17264.6
31710, -17408
31720, -17448.9
31730, -17059.9
31740, -16978
31750, -17346.5
31760, -17285.1
31770, -16814
31780, -15994.9
31790, -15831.1
31800, -16527.4
31810, -16199.7
31820, -16506.9
31830, -16752.6
31840, -16875.5
31850, -17059.8
31860, -16199.7
31870, -16240.6
31880, -16117.7
31890, -17080.3
31900, -18104.4
31910, -19107.8
31920, -18432
31930, -17530.9
31940, -16998.4
31950, -16998.4
31960, -16937
31970, -17039.3
31980, -16896
31990, -16670.7
32000, -16896
32010, -16855
32020, -16916.5
32030, -17059.8
32040, -17203.2
32050, -17080.4
32060, -16814.1
32070, -16711.7
32080, -16978
32090, -16875.5
32100, -16752.7
32110, -16936.9
32120, -16629.8
32130, -16855
32140, -16977.9
32150, -16834.6
32160, -16875.5
32170, -16916.5
32180, -16977.9
32190, -16691.2
32200, -16773.1
32210, -16650.3
32220, -16650.2
32230, -16896
32240, -16732.1
32250, -16609.3
32260, -16711.7
32270, -16773.1
32280, -16588.8
32290, -16199.6
32300, -16097.3
32310, -16609.3
32320, -16609.3
32330, -16834.5
32340, -16650.2
32350, -16445.4
32360, -16588.8
32370, -16793.6
32380, -16773.1
32390, -16363.5
32400, -16588.8
32410, -16343
32420, -16445.4
32430, -16588.8
32440, -16568.4
32450, -16465.9
32460, -16281.6
32470, -16220.2
32480, -16486.4
32490, -16343
32500, -16199.6
32510, -16281.6
32520, -16547.8
32530, -16425
32540, -16363.5
32550, -16056.3
32560, -16117.7
32570, -15912.9
32580, -16240.6
32590, -16179.2
32600, -16302.1
32610, -16220.2
32620, -16240.7
32630, -16015.4
32640, -15892.5
32650, -15913
32660, -16076.8
32670, -16179.2
32680, -16445.4
32690, -16138.2
32700, -16179.2
32710, -15851.5
32720, -15912.9
32730, -16179.2
32740, -16343
32750, -16261.1
32760, -16035.8
32770, -15994.9
32780, -16035.9
32790, -16015.3
32800, -15933.4
32810, -15872
32820, -15933.4
32830, -15892.5
32840, -16015.3
32850, -15831
32860, -15872
32870, -15810.5
32880, -15790.1
32890, -15851.5
32900, -15851.5
32910, -15749.2
32920, -15544.3
32930, -15728.6
32940, -15564.8
