"  NO.",DateTime,¢XC,%RH,hPa,DP,¢XF
"  112","2019-09-04 18:23:04",23.3,59.9,985.6,15.1,73.9
"  113","2019-09-04 18:23:19",23.3,59.9,985.7,15.1,73.9
"  114","2019-09-04 18:23:34",23.3,59.9,985.6,15.1,73.9
"  115","2019-09-04 18:23:49",23.3,60.0,985.7,15.1,73.9
"  116","2019-09-04 18:24:04",23.3,60.1,985.7,15.1,73.9
"  117","2019-09-04 18:24:19",23.3,60.1,985.7,15.1,73.9
"  118","2019-09-04 18:24:34",23.3,60.1,985.6,15.1,73.9
"  119","2019-09-04 18:24:49",23.3,60.1,985.7,15.1,73.9
"  120","2019-09-04 18:25:04",23.3,60.2,985.7,15.2,73.9
"  121","2019-09-04 18:25:19",23.3,60.2,985.5,15.2,73.9
"  122","2019-09-04 18:25:34",23.3,60.2,985.6,15.2,73.9
"  123","2019-09-04 18:25:49",23.3,60.3,985.6,15.2,73.9
"  124","2019-09-04 18:26:04",23.3,60.3,985.7,15.2,73.9
"  125","2019-09-04 18:26:19",23.3,60.4,985.6,15.2,73.9
"  126","2019-09-04 18:26:34",23.3,60.4,985.5,15.2,73.9
"  127","2019-09-04 18:26:49",23.3,60.5,985.5,15.2,73.9
"  128","2019-09-04 18:27:04",23.3,60.6,985.7,15.3,73.9
"  129","2019-09-04 18:27:19",23.3,60.6,985.6,15.3,73.9
"  130","2019-09-04 18:27:34",23.3,60.6,985.6,15.3,73.9
"  131","2019-09-04 18:27:49",23.3,60.6,985.7,15.3,73.9
"  132","2019-09-04 18:28:04",23.3,60.6,985.7,15.3,73.9
"  133","2019-09-04 18:28:19",23.3,60.4,985.5,15.2,73.9
"  134","2019-09-04 18:28:34",23.3,60.3,985.5,15.2,73.9
"  135","2019-09-04 18:28:49",23.3,60.1,985.7,15.1,73.9
"  136","2019-09-04 18:29:04",23.3,60.0,985.6,15.1,73.9
"  137","2019-09-04 18:29:19",23.3,59.9,985.5,15.1,73.9
"  138","2019-09-04 18:29:34",23.3,59.8,985.5,15.0,73.9
"  139","2019-09-04 18:29:49",23.3,59.6,985.6,15.0,73.9
"  140","2019-09-04 18:30:04",23.3,59.5,985.7,15.0,73.9
"  141","2019-09-04 18:30:19",23.3,59.3,985.6,14.9,73.9
"  142","2019-09-04 18:30:34",23.3,59.2,985.6,14.9,73.9
"  143","2019-09-04 18:30:49",23.2,59.0,985.6,14.7,73.8
"  144","2019-09-04 18:31:04",23.2,58.9,985.6,14.7,73.8
"  145","2019-09-04 18:31:19",23.2,58.9,985.7,14.7,73.8
"  146","2019-09-04 18:31:34",23.2,58.8,985.5,14.7,73.8
"  147","2019-09-04 18:31:49",23.2,58.7,985.6,14.7,73.8
"  148","2019-09-04 18:32:04",23.2,58.5,985.7,14.6,73.8
"  149","2019-09-04 18:32:19",23.1,58.4,985.6,14.5,73.6
"  150","2019-09-04 18:32:34",23.1,58.3,985.8,14.5,73.6
"  151","2019-09-04 18:32:49",23.1,58.2,985.7,14.4,73.6
"  152","2019-09-04 18:33:04",23.1,58.2,985.7,14.4,73.6
"  153","2019-09-04 18:33:19",23.1,58.1,985.7,14.4,73.6
"  154","2019-09-04 18:33:34",23.0,57.9,985.8,14.3,73.4
"  155","2019-09-04 18:33:49",23.0,58.0,985.6,14.3,73.4
"  156","2019-09-04 18:34:04",23.0,58.2,985.6,14.3,73.4
"  157","2019-09-04 18:34:19",23.0,58.4,985.7,14.4,73.4
"  158","2019-09-04 18:34:34",23.0,58.6,985.6,14.5,73.4
"  159","2019-09-04 18:34:49",23.0,58.8,985.6,14.5,73.4
"  160","2019-09-04 18:35:04",23.0,59.0,985.6,14.6,73.4
"  161","2019-09-04 18:35:19",23.0,59.2,985.6,14.6,73.4
"  162","2019-09-04 18:35:34",22.9,59.2,985.6,14.5,73.2
"  163","2019-09-04 18:35:49",22.9,59.2,985.5,14.5,73.2
"  164","2019-09-04 18:36:04",22.9,59.3,985.6,14.5,73.2
"  165","2019-09-04 18:36:19",22.9,59.3,985.7,14.5,73.2
"  166","2019-09-04 18:36:34",22.9,59.4,985.7,14.6,73.2
"  167","2019-09-04 18:36:49",22.9,59.4,985.7,14.6,73.2
"  168","2019-09-04 18:37:04",22.9,59.4,985.7,14.6,73.2
"  169","2019-09-04 18:37:19",22.9,59.5,985.7,14.6,73.2
"  170","2019-09-04 18:37:34",22.9,59.5,985.7,14.6,73.2
"  171","2019-09-04 18:37:49",22.9,59.6,985.7,14.6,73.2
"  172","2019-09-04 18:38:04",22.9,59.6,985.7,14.6,73.2
"  173","2019-09-04 18:38:19",22.9,59.6,985.7,14.6,73.2
"  174","2019-09-04 18:38:34",22.9,59.6,985.7,14.6,73.2
"  175","2019-09-04 18:38:49",22.9,59.6,985.6,14.6,73.2
"  176","2019-09-04 18:39:04",22.9,59.6,985.6,14.6,73.2
"  177","2019-09-04 18:39:19",22.9,59.6,985.7,14.6,73.2
"  178","2019-09-04 18:39:34",22.9,59.6,985.7,14.6,73.2
"  179","2019-09-04 18:39:49",22.9,59.7,985.8,14.6,73.2
"  180","2019-09-04 18:40:04",22.9,59.7,985.8,14.6,73.2
"  181","2019-09-04 18:40:19",22.9,59.7,985.7,14.6,73.2
"  182","2019-09-04 18:40:34",22.9,59.7,985.7,14.6,73.2
"  183","2019-09-04 18:40:49",22.9,59.8,985.8,14.7,73.2
"  184","2019-09-04 18:41:04",22.9,59.8,985.7,14.7,73.2
"  185","2019-09-04 18:41:19",22.9,59.8,985.6,14.7,73.2
"  186","2019-09-04 18:41:34",22.9,59.8,985.7,14.7,73.2
"  187","2019-09-04 18:41:49",22.9,59.9,985.6,14.7,73.2
"  188","2019-09-04 18:42:04",23.0,59.9,985.7,14.8,73.4
"  189","2019-09-04 18:42:19",23.0,60.0,985.6,14.8,73.4
"  190","2019-09-04 18:42:34",23.0,60.1,985.7,14.8,73.4
"  191","2019-09-04 18:42:49",23.0,60.1,985.7,14.8,73.4
"  192","2019-09-04 18:43:04",23.0,60.2,985.7,14.9,73.4
"  193","2019-09-04 18:43:19",23.0,60.3,985.7,14.9,73.4
"  194","2019-09-04 18:43:34",23.0,60.4,985.7,14.9,73.4
"  195","2019-09-04 18:43:49",23.0,60.5,985.6,14.9,73.4
"  196","2019-09-04 18:44:04",23.0,60.5,985.7,14.9,73.4
"  197","2019-09-04 18:44:19",23.0,60.5,985.7,14.9,73.4
"  198","2019-09-04 18:44:34",23.0,60.7,985.7,15.0,73.4
"  199","2019-09-04 18:44:49",23.0,60.8,985.7,15.0,73.4
"  200","2019-09-04 18:45:04",23.0,60.8,985.6,15.0,73.4
"  201","2019-09-04 18:45:19",23.0,60.8,985.8,15.0,73.4
"  202","2019-09-04 18:45:34",23.0,60.8,985.7,15.0,73.4
"  203","2019-09-04 18:45:49",23.0,60.8,985.7,15.0,73.4
"  204","2019-09-04 18:46:04",23.0,60.9,985.6,15.1,73.4
"  205","2019-09-04 18:46:19",23.0,60.9,985.6,15.1,73.4
"  206","2019-09-04 18:46:34",23.0,61.0,985.6,15.1,73.4
"  207","2019-09-04 18:46:49",23.0,61.0,985.6,15.1,73.4
"  208","2019-09-04 18:47:04",23.0,61.1,985.7,15.1,73.4
"  209","2019-09-04 18:47:19",23.0,61.0,985.7,15.1,73.4
"  210","2019-09-04 18:47:34",23.0,61.0,985.7,15.1,73.4
"  211","2019-09-04 18:47:49",23.0,61.1,985.7,15.1,73.4
"  212","2019-09-04 18:48:04",23.0,61.2,985.7,15.1,73.4
"  213","2019-09-04 18:48:19",23.0,61.3,985.7,15.2,73.4
"  214","2019-09-04 18:48:34",23.0,61.2,985.7,15.1,73.4
"  215","2019-09-04 18:48:49",23.0,61.3,985.6,15.2,73.4
"  216","2019-09-04 18:49:04",23.0,61.3,985.7,15.2,73.4
"  217","2019-09-04 18:49:19",23.0,61.3,985.7,15.2,73.4
"  218","2019-09-04 18:49:34",23.0,61.3,985.8,15.2,73.4
"  219","2019-09-04 18:49:49",23.0,61.3,985.7,15.2,73.4
"  220","2019-09-04 18:50:04",23.0,61.3,985.8,15.2,73.4
"  221","2019-09-04 18:50:19",23.0,61.3,985.6,15.2,73.4
"  222","2019-09-04 18:50:34",23.0,61.4,985.7,15.2,73.4
"  223","2019-09-04 18:50:49",23.0,61.4,985.8,15.2,73.4
"  224","2019-09-04 18:51:04",23.0,61.4,985.7,15.2,73.4
"  225","2019-09-04 18:51:19",23.0,61.5,985.7,15.2,73.4
"  226","2019-09-04 18:51:34",23.0,61.5,985.6,15.2,73.4
"  227","2019-09-04 18:51:49",23.0,61.5,985.7,15.2,73.4
"  228","2019-09-04 18:52:04",23.0,61.5,985.7,15.2,73.4
"  229","2019-09-04 18:52:19",23.0,61.5,985.7,15.2,73.4
"  230","2019-09-04 18:52:34",23.0,61.5,985.8,15.2,73.4
"  231","2019-09-04 18:52:49",23.0,61.5,985.7,15.2,73.4
"  232","2019-09-04 18:53:04",23.0,61.5,985.5,15.2,73.4
"  233","2019-09-04 18:53:19",23.0,61.6,985.6,15.2,73.4
"  234","2019-09-04 18:53:34",23.0,61.6,985.6,15.2,73.4
"  235","2019-09-04 18:53:49",23.0,61.6,985.6,15.2,73.4
"  236","2019-09-04 18:54:04",23.0,61.6,985.7,15.2,73.4
"  237","2019-09-04 18:54:19",23.0,61.7,985.6,15.3,73.4
"  238","2019-09-04 18:54:34",23.0,61.7,985.7,15.3,73.4
"  239","2019-09-04 18:54:49",23.0,61.6,985.7,15.2,73.4
"  240","2019-09-04 18:55:04",23.0,61.3,985.8,15.2,73.4
"  241","2019-09-04 18:55:19",23.0,61.2,985.8,15.1,73.4
"  242","2019-09-04 18:55:34",23.0,61.2,985.6,15.1,73.4
"  243","2019-09-04 18:55:49",23.0,61.2,985.8,15.1,73.4
"  244","2019-09-04 18:56:04",23.0,61.3,985.8,15.2,73.4
"  245","2019-09-04 18:56:19",23.0,61.3,985.8,15.2,73.4
"  246","2019-09-04 18:56:34",23.0,61.2,985.8,15.1,73.4
"  247","2019-09-04 18:56:49",23.0,61.1,985.7,15.1,73.4
"  248","2019-09-04 18:57:04",23.0,61.2,985.8,15.1,73.4
"  249","2019-09-04 18:57:19",23.0,61.2,985.8,15.1,73.4
"  250","2019-09-04 18:57:34",23.0,61.3,985.8,15.2,73.4
"  251","2019-09-04 18:57:49",23.0,61.4,985.7,15.2,73.4
"  252","2019-09-04 18:58:04",23.0,61.4,985.8,15.2,73.4
"  253","2019-09-04 18:58:19",23.0,61.3,985.7,15.2,73.4
"  254","2019-09-04 18:58:34",23.0,61.3,985.7,15.2,73.4
"  255","2019-09-04 18:58:49",23.0,61.4,985.8,15.2,73.4
"  256","2019-09-04 18:59:04",23.0,61.4,985.8,15.2,73.4
"  257","2019-09-04 18:59:19",23.0,61.5,985.8,15.2,73.4
"  258","2019-09-04 18:59:34",23.0,61.5,985.8,15.2,73.4
"  259","2019-09-04 18:59:49",23.0,61.5,985.8,15.2,73.4
"  260","2019-09-04 19:00:04",23.0,61.5,985.8,15.2,73.4
"  261","2019-09-04 19:00:19",23.0,61.5,985.8,15.2,73.4
"  262","2019-09-04 19:00:34",23.1,61.6,985.6,15.3,73.6
"  263","2019-09-04 19:00:49",23.1,61.7,985.8,15.3,73.6
"  264","2019-09-04 19:01:04",23.1,61.7,985.7,15.3,73.6
"  265","2019-09-04 19:01:19",23.1,61.7,985.8,15.3,73.6
"  266","2019-09-04 19:01:34",23.1,61.8,985.7,15.4,73.6
"  267","2019-09-04 19:01:49",23.1,61.8,985.8,15.4,73.6
"  268","2019-09-04 19:02:04",23.1,61.9,985.9,15.4,73.6
"  269","2019-09-04 19:02:19",23.1,61.9,985.6,15.4,73.6
"  270","2019-09-04 19:02:34",23.1,61.9,985.6,15.4,73.6
"  271","2019-09-04 19:02:49",23.1,61.9,985.8,15.4,73.6
"  272","2019-09-04 19:03:04",23.1,61.9,985.7,15.4,73.6
"  273","2019-09-04 19:03:19",23.1,61.9,985.8,15.4,73.6
"  274","2019-09-04 19:03:34",23.1,61.9,985.7,15.4,73.6
"  275","2019-09-04 19:03:49",23.1,61.9,985.7,15.4,73.6
"  276","2019-09-04 19:04:04",23.1,61.9,985.7,15.4,73.6
"  277","2019-09-04 19:04:19",23.1,62.0,985.6,15.4,73.6
"  278","2019-09-04 19:04:34",23.1,62.0,985.7,15.4,73.6
"  279","2019-09-04 19:04:49",23.1,62.0,985.7,15.4,73.6
"  280","2019-09-04 19:05:04",23.1,62.0,985.7,15.4,73.6
"  281","2019-09-04 19:05:19",23.1,61.9,985.7,15.4,73.6
"  282","2019-09-04 19:05:34",23.1,61.9,985.8,15.4,73.6
"  283","2019-09-04 19:05:49",23.1,61.9,985.8,15.4,73.6
"  284","2019-09-04 19:06:04",23.1,61.9,985.7,15.4,73.6
"  285","2019-09-04 19:06:19",23.1,61.9,985.7,15.4,73.6
"  286","2019-09-04 19:06:34",23.1,61.9,985.7,15.4,73.6
"  287","2019-09-04 19:06:49",23.1,61.9,985.7,15.4,73.6
"  288","2019-09-04 19:07:04",23.1,62.0,985.7,15.4,73.6
"  289","2019-09-04 19:07:19",23.1,62.0,985.6,15.4,73.6
"  290","2019-09-04 19:07:34",23.1,62.0,985.6,15.4,73.6
"  291","2019-09-04 19:07:49",23.1,61.9,985.7,15.4,73.6
"  292","2019-09-04 19:08:04",23.1,61.8,985.7,15.4,73.6
"  293","2019-09-04 19:08:19",23.1,61.6,985.8,15.3,73.6
"  294","2019-09-04 19:08:34",23.1,61.5,985.8,15.3,73.6
"  295","2019-09-04 19:08:49",23.1,61.4,985.8,15.3,73.6
"  296","2019-09-04 19:09:04",23.1,61.3,985.6,15.2,73.6
"  297","2019-09-04 19:09:19",23.1,61.1,985.7,15.2,73.6
"  298","2019-09-04 19:09:34",23.1,61.0,985.6,15.2,73.6
"  299","2019-09-04 19:09:49",23.1,60.9,985.7,15.1,73.6
"  300","2019-09-04 19:10:04",23.0,60.8,985.6,15.0,73.4
"  301","2019-09-04 19:10:19",23.0,60.6,985.6,15.0,73.4
"  302","2019-09-04 19:10:34",23.0,60.5,985.8,14.9,73.4
"  303","2019-09-04 19:10:49",23.0,60.3,985.7,14.9,73.4
"  304","2019-09-04 19:11:04",23.0,60.2,985.7,14.9,73.4
"  305","2019-09-04 19:11:19",23.0,60.1,985.7,14.8,73.4
"  306","2019-09-04 19:11:34",23.0,59.9,985.7,14.8,73.4
"  307","2019-09-04 19:11:49",23.0,59.8,985.7,14.8,73.4
"  308","2019-09-04 19:12:04",23.0,59.7,985.7,14.7,73.4
"  309","2019-09-04 19:12:19",23.0,59.7,985.8,14.7,73.4
"  310","2019-09-04 19:12:34",23.0,59.7,985.7,14.7,73.4
"  311","2019-09-04 19:12:49",22.9,59.5,985.6,14.6,73.2
"  312","2019-09-04 19:13:04",22.9,59.3,985.7,14.5,73.2
"  313","2019-09-04 19:13:19",22.9,59.2,985.9,14.5,73.2
"  314","2019-09-04 19:13:34",22.9,59.1,985.6,14.5,73.2
"  315","2019-09-04 19:13:49",22.9,59.1,985.8,14.5,73.2
"  316","2019-09-04 19:14:04",22.9,59.2,985.8,14.5,73.2
"  317","2019-09-04 19:14:19",22.9,59.4,985.8,14.6,73.2
"  318","2019-09-04 19:14:34",22.9,59.6,985.7,14.6,73.2
"  319","2019-09-04 19:14:49",22.9,59.7,985.7,14.6,73.2
"  320","2019-09-04 19:15:04",22.9,59.9,985.8,14.7,73.2
"  321","2019-09-04 19:15:19",22.8,60.0,985.7,14.6,73.0
"  322","2019-09-04 19:15:34",22.8,60.0,985.7,14.6,73.0
"  323","2019-09-04 19:15:49",22.8,60.0,985.7,14.6,73.0
"  324","2019-09-04 19:16:04",22.8,60.1,985.6,14.7,73.0
"  325","2019-09-04 19:16:19",22.8,60.1,985.8,14.7,73.0
"  326","2019-09-04 19:16:34",22.8,60.0,985.8,14.6,73.0
"  327","2019-09-04 19:16:49",22.8,60.1,985.8,14.7,73.0
"  328","2019-09-04 19:17:04",22.8,60.1,985.7,14.7,73.0
"  329","2019-09-04 19:17:19",22.8,60.1,985.7,14.7,73.0
"  330","2019-09-04 19:17:34",22.8,60.2,985.7,14.7,73.0
"  331","2019-09-04 19:17:49",22.8,60.2,985.8,14.7,73.0
"  332","2019-09-04 19:18:04",22.8,60.2,985.8,14.7,73.0
"  333","2019-09-04 19:18:19",22.8,60.3,985.8,14.7,73.0
"  334","2019-09-04 19:18:34",22.8,60.3,985.8,14.7,73.0
"  335","2019-09-04 19:18:49",22.8,60.4,985.7,14.7,73.0
"  336","2019-09-04 19:19:04",22.8,60.4,985.7,14.7,73.0
"  337","2019-09-04 19:19:19",22.8,60.5,985.6,14.8,73.0
"  338","2019-09-04 19:19:34",22.8,60.5,985.6,14.8,73.0
"  339","2019-09-04 19:19:49",22.8,60.5,985.7,14.8,73.0
"  340","2019-09-04 19:20:04",22.8,60.5,985.7,14.8,73.0
"  341","2019-09-04 19:20:19",22.9,60.6,985.7,14.9,73.2
"  342","2019-09-04 19:20:34",22.9,60.6,985.8,14.9,73.2
"  343","2019-09-04 19:20:49",22.9,60.6,985.7,14.9,73.2
"  344","2019-09-04 19:21:04",22.9,60.6,985.7,14.9,73.2
"  345","2019-09-04 19:21:19",22.9,60.6,985.6,14.9,73.2
"  346","2019-09-04 19:21:34",22.9,60.7,985.6,14.9,73.2
"  347","2019-09-04 19:21:49",22.9,60.7,985.6,14.9,73.2
"  348","2019-09-04 19:22:04",22.9,60.7,985.8,14.9,73.2
"  349","2019-09-04 19:22:19",22.9,60.7,985.6,14.9,73.2
"  350","2019-09-04 19:22:34",22.9,60.7,985.8,14.9,73.2
"  351","2019-09-04 19:22:49",22.9,60.8,985.7,14.9,73.2
"  352","2019-09-04 19:23:04",22.9,60.8,985.7,14.9,73.2
"  353","2019-09-04 19:23:19",22.9,60.9,985.7,15.0,73.2
"  354","2019-09-04 19:23:34",22.9,61.0,985.7,15.0,73.2
"  355","2019-09-04 19:23:49",22.9,61.0,985.7,15.0,73.2
"  356","2019-09-04 19:24:04",22.9,61.0,985.8,15.0,73.2
"  357","2019-09-04 19:24:19",22.9,61.0,985.8,15.0,73.2
"  358","2019-09-04 19:24:34",22.9,61.1,985.7,15.0,73.2
"  359","2019-09-04 19:24:49",22.9,61.1,985.7,15.0,73.2
"  360","2019-09-04 19:25:04",22.9,61.1,985.7,15.0,73.2
"  361","2019-09-04 19:25:19",22.9,61.1,985.6,15.0,73.2
"  362","2019-09-04 19:25:34",22.9,61.2,985.6,15.0,73.2
"  363","2019-09-04 19:25:49",22.9,61.2,985.7,15.0,73.2
"  364","2019-09-04 19:26:04",22.9,61.1,985.6,15.0,73.2
"  365","2019-09-04 19:26:19",22.9,61.1,985.6,15.0,73.2
"  366","2019-09-04 19:26:34",22.9,61.1,985.6,15.0,73.2
"  367","2019-09-04 19:26:49",22.9,61.1,985.7,15.0,73.2
"  368","2019-09-04 19:27:04",22.9,61.1,985.6,15.0,73.2
"  369","2019-09-04 19:27:19",22.9,61.1,985.7,15.0,73.2
"  370","2019-09-04 19:27:34",22.9,61.1,985.7,15.0,73.2
"  371","2019-09-04 19:27:49",22.9,61.1,985.7,15.0,73.2
"  372","2019-09-04 19:28:04",22.9,61.1,985.7,15.0,73.2
"  373","2019-09-04 19:28:19",22.9,61.1,985.6,15.0,73.2
"  374","2019-09-04 19:28:34",22.9,61.2,985.7,15.0,73.2
"  375","2019-09-04 19:28:49",22.9,61.2,985.7,15.0,73.2
"  376","2019-09-04 19:29:04",22.9,61.2,985.7,15.0,73.2
